ibgeID;Municipio;ESPVIDA;E_ANOSESTUDO;T_ANALF18M;RDPC;IDHM
1714302;NAZARÉ;72,52;10,39;22,47;302,39;0,643
1714880;NOVA OLINDA;70,92;9,44;18,56;365,84;0,631
1715002;NOVA ROSALÂNDIA;72,47;10,69;16,43;299,38;0,661
1715101;NOVO ACORDO;72,81;9,07;16,33;374,83;0,639
1715150;NOVO ALEGRE;73,72;11,04;15,11;433,31;0,699
1715259;NOVO JARDIM;68,78;9,72;21,86;259,32;0,596
1715507;OLIVEIRA DE FÁTIMA;72,86;10,88;18,26;396,97;0,675
1715705;PALMEIRANTE;70,37;7,49;21,79;267,76;0,571
1715754;PALMEIRÓPOLIS;74,01;9,66;14,22;463,45;0,673
1716109;PARAÍSO DO TOCANTINS;74,88;10,67;7,34;899,57;0,764
1716208;PARANÃ;71,63;9,07;28,33;311,37;0,595
1716307;PAU D'ARCO;72,51;10,66;20,44;380,41;0,661
1716505;PEDRO AFONSO;75,77;9,75;11,27;618,56;0,732
1716604;PEIXE;73,69;9,21;17,82;547,9;0,674
1716653;PEQUIZEIRO;73,38;10,48;21,33;313,34;0,627
1716703;COLMÉIA;73,97;10,78;20,32;442,96;0,671
1717008;PINDORAMA DO TOCANTINS;68,97;9,13;16,03;293,47;0,605
1717206;PIRAQUÊ;72,51;8,98;22,98;319,42;0,621
1717503;PIUM;74,3;8,89;20,77;411,25;0,65
1717800;PONTE ALTA DO BOM JESUS;74,19;9,43;27,4;313,2;0,603
1717909;PONTE ALTA DO TOCANTINS;71,72;9,07;18,17;308,4;0,624
1718006;PORTO ALEGRE DO TOCANTINS;72,09;9,43;21,91;305,98;0,645
1718204;PORTO NACIONAL;74,56;10,35;9,97;621,1;0,74
1718303;PRAIA NORTE;68,79;9,84;34,12;210,53;0,583
1718402;PRESIDENTE KENNEDY;74,21;11,53;17,83;398,02;0,669
1718451;PUGMIL;73,55;9,3;14,11;380,52;0,669
1718501;RECURSOLÂNDIA;69,25;8,15;29,54;168,85;0,5
1718550;RIACHINHO;70,6;9,24;24,67;182,97;0,572
1718659;RIO DA CONCEIÇÃO;68,05;8,88;15,43;256,83;0,608
1718709;RIO DOS BOIS;72,69;9,26;20,64;310,91;0,616
1718758;RIO SONO;71,74;9,47;21,8;285,17;0,6
1718808;SAMPAIO;66,46;10,01;26,52;239,06;0,606
1718840;SANDOLÂNDIA;72,45;8,37;17,78;393,98;0,659
1718865;SANTA FÉ DO ARAGUAIA;73,21;8,82;21,72;342,15;0,616
1718881;SANTA MARIA DO TOCANTINS;72,05;10,18;19,17;334,09;0,634
1718899;SANTA RITA DO TOCANTINS;74,8;9,75;16,1;402,99;0,651
1718907;SANTA ROSA DO TOCANTINS;71,77;10,11;19,44;284,63;0,595
1719004;SANTA TEREZA DO TOCANTINS;74;9,85;15,86;373,96;0,662
1720002;SANTA TEREZINHA DO TOCANTINS;70,5;10,27;23,82;301,14;0,637
1720101;SÃO BENTO DO TOCANTINS;69,14;10,17;21,53;324,27;0,605
1720150;SÃO FÉLIX DO TOCANTINS;71,28;10,23;22,44;244,55;0,574
1720200;SÃO MIGUEL DO TOCANTINS;70,7;9,68;27,18;298,31;0,623
1720259;SÃO SALVADOR DO TOCANTINS;72,63;6,32;20,91;318,39;0,605
1720309;SÃO SEBASTIÃO DO TOCANTINS;69,86;9,08;28,25;198,01;0,573
1720499;SÃO VALÉRIO;73,81;10,25;21,94;344,49;0,643
1720655;SILVANÓPOLIS;73,84;10,36;19,15;423,43;0,675
1720804;SÍTIO NOVO DO TOCANTINS;70,7;8,79;28,06;245,11;0,604
1720853;SUCUPIRA;72,63;10,2;16,3;386,22;0,667
1720903;TAGUATINGA;74,07;8,52;20,87;399,35;0,634
1720937;TAIPAS DO TOCANTINS;72,88;7,76;29,09;292,72;0,601
1720978;TALISMÃ;73,04;8,11;20,1;467,87;0,654
1721000;PALMAS;74,61;10,35;4;1087,35;0,788
1721109;TOCANTÍNIA;71,89;7,79;21,78;277,25;0,589
1721208;TOCANTINÓPOLIS;73,07;9,88;16,95;414,08;0,681
1721257;TUPIRAMA;73,5;10,47;17,09;401,76;0,67
1721307;TUPIRATINS;72,44;8,63;22,18;337,79;0,587
1722081;WANDERLÂNDIA;69,89;10,08;20,29;376,35;0,638
1722107;XAMBIOÁ;74,05;9,98;19,52;450,43;0,671
2100055;AÇAILÂNDIA;72,07;9,34;19,22;438,56;0,672
2100105;AFONSO CUNHA;68,48;8,62;38,74;149,78;0,529
2100154;ÁGUA DOCE DO MARANHÃO;66,81;8,07;39,1;172,55;0,5
2100204;ALCÂNTARA;70,18;8,21;24,16;209,27;0,573
2100303;ALDEIAS ALTAS;68,22;6,68;40,35;179,92;0,513
2100402;ALTAMIRA DO MARANHÃO;68,16;8,75;35,86;164,24;0,549
2100436;ALTO ALEGRE DO MARANHÃO;69,62;8,64;31,68;198,43;0,554
2100477;ALTO ALEGRE DO PINDARÉ;71,44;9,8;35,6;144,91;0,558
2100501;ALTO PARNAÍBA;72,07;9,58;23,34;559,61;0,633
2100550;AMAPÁ DO MARANHÃO;66,29;8,36;36,13;182,63;0,52
2100600;AMARANTE DO MARANHÃO;67,93;8,21;30,83;231,79;0,555
2100709;ANAJATUBA;70,69;9,18;29,52;207,65;0,581
2100808;ANAPURUS;70,85;10,1;32,27;192,8;0,581
2100832;APICUM-AÇU;68,1;9,68;20,76;215,17;0,568
2100873;ARAGUANÃ;67,34;9,47;30,26;161,57;0,533
2100907;ARAIOSES;67,52;8,91;36,2;175,81;0,521
2100956;ARAME;67,06;6,87;36,01;210,09;0,512
2101004;ARARI;70,82;9,4;23,78;308,83;0,626
2101103;AXIXÁ;71,54;9,61;18;223,51;0,641
2101202;BACABAL;70,18;9,79;22,97;375,57;0,651
2101251;BACABEIRA;71,09;9,44;19,88;257,4;0,629
2101301;BACURI;69,24;10,52;26,15;230,45;0,578
2101350;BACURITUBA;65,86;10,41;25,98;152,38;0,537
2101400;BALSAS;73,44;9,55;14;531,6;0,687
2101509;BARÃO DE GRAJAÚ;69,58;8,82;24,45;292,55;0,592
2101608;BARRA DO CORDA;70,75;8,95;30,27;305,61;0,606
2101707;BARREIRINHAS;70,11;9,11;27,97;197,08;0,57
2101731;BELÁGUA;67,4;8,06;43,12;107,14;0,512
2101772;BELA VISTA DO MARANHÃO;69,07;9,23;31,69;197,65;0,554
2101806;BENEDITO LEITE;68,14;7,6;31,52;217,65;0,546
2101905;BEQUIMÃO;70,42;8,61;26,27;190,84;0,601
2101939;BERNARDO DO MEARIM;69,49;10,84;28,76;236,18;0,604
2101970;BOA VISTA DO GURUPI;65,86;9,38;26,19;196,78;0,545
2102002;BOM JARDIM;69,98;8,41;34,45;202,28;0,538
2102036;BOM JESUS DAS SELVAS;70,05;8,22;29,4;226,09;0,558
2102077;BOM LUGAR;69,48;8,96;34,59;164,44;0,562
2102101;BREJO;70,45;8,53;32,24;200,25;0,562
2102150;BREJO DE AREIA;65,64;8,58;38,69;187,95;0,519
2102200;BURITI;67,82;10,14;33;157,21;0,548
2102309;BURITI BRAVO;70,1;9,04;33,42;229,21;0,59
2102325;BURITICUPU;67,46;8,72;29,42;220,64;0,556
2102358;BURITIRANA;68,5;10,27;30,97;230,11;0,583
2102374;CACHOEIRA GRANDE;71,36;8,74;33,61;110,65;0,537
2102408;CAJAPIÓ;68,2;9,02;27,25;145,01;0,553
2102507;CAJARI;69,79;7,61;23,53;136,39;0,523
2102556;CAMPESTRE DO MARANHÃO;71,41;9,91;23,41;358;0,652
2102606;CÂNDIDO MENDES;69,72;8,83;23,22;203,94;0,561
2102705;CANTANHEDE;71,45;8,83;31,34;176,61;0,565
2102754;CAPINZAL DO NORTE;66,9;8,35;34,62;200,15;0,537
2102804;CAROLINA;73,09;8,76;16,38;334,51;0,634
2102903;CARUTAPERA;69,84;9,72;21,48;220,91;0,574
2103000;CAXIAS;70,16;9,66;27,65;324,9;0,624
2103109;CEDRAL;69,88;9,22;18,51;202,86;0,605
2103125;CENTRAL DO MARANHÃO;67,79;9,52;29,54;182,77;0,585
2103158;CENTRO DO GUILHERME;67,44;8,19;31,14;190,58;0,542
2103174;CENTRO NOVO DO MARANHÃO;68,01;7,66;27,28;188,88;0,518
2103208;CHAPADINHA;71,21;8,72;27,55;251,75;0,604
2103257;CIDELÂNDIA;68,7;9,67;26,3;263,53;0,6
2103307;CODÓ;70,22;8,88;32,91;273,45;0,595
2103406;COELHO NETO;68,67;8,28;31,5;236,47;0,564
2103505;COLINAS;67,52;9,2;32,61;279,81;0,596
2103554;CONCEIÇÃO DO LAGO-AÇU;69,26;8,15;37,56;170,79;0,512
2103604;COROATÁ;69,21;9,35;34,73;237,3;0,576
2103703;CURURUPU;71,06;10,08;18,86;274,39;0,612
2103752;DAVINÓPOLIS;69,84;9,61;27,18;263,12;0,607
2103802;DOM PEDRO;70,52;8,9;26,24;298,33;0,622
2103901;DUQUE BACELAR;66,56;8,82;35,1;163,87;0,533
2104008;ESPERANTINÓPOLIS;67,76;9,82;33,66;262,41;0,586
2104057;ESTREITO;73,02;7,73;16,18;503,29;0,659
2104073;FEIRA NOVA DO MARANHÃO;68,73;9,51;22,02;192,39;0,532
2104081;FERNANDO FALCÃO;68,67;5,75;41,64;106,99;0,443
2104099;FORMOSA DA SERRA NEGRA;71,41;8,1;20,43;163,15;0,556
2104107;FORTALEZA DOS NOGUEIRAS;71,38;8,65;17,7;271,6;0,616
2104206;FORTUNA;67,33;9,48;33,4;257,81;0,58
2104305;GODOFREDO VIANA;70,02;9,09;18,43;225,47;0,604
2104404;GONÇALVES DIAS;70,46;8,86;37,49;233,2;0,568
2104503;GOVERNADOR ARCHER;66,21;9,3;34,14;237,47;0,565
2104552;GOVERNADOR EDISON LOBÃO;70,84;9,52;21,35;312,56;0,629
2104602;GOVERNADOR EUGÊNIO BARROS;69,15;9,75;38,64;245,38;0,572
2104628;GOVERNADOR LUIZ ROCHA;66,51;9,35;33,5;188,68;0,544
2104651;GOVERNADOR NEWTON BELLO;68,07;8,19;39,63;190,15;0,521
2104677;GOVERNADOR NUNES FREIRE;68,29;8,3;27,87;230,94;0,569
2104701;GRAÇA ARANHA;69,86;8,55;32,07;227,51;0,57
2104800;GRAJAÚ;70,21;9,45;24,13;340,1;0,609
2104909;GUIMARÃES;71,31;9,84;17,21;223,14;0,625
2105005;HUMBERTO DE CAMPOS;70,55;9,46;25,99;125,91;0,535
2105104;ICATU;68,59;9,75;24,67;154,09;0,546
2105153;IGARAPÉ DO MEIO;66,21;9,02;31,11;216,25;0,569
2105203;IGARAPÉ GRANDE;69,83;9,96;30,66;292,16;0,614
2105302;IMPERATRIZ;73,17;9,9;11,67;613,87;0,731
2105351;ITAIPAVA DO GRAJAÚ;68,58;8,82;37,46;136,77;0,518
2105401;ITAPECURU MIRIM;69,81;9,59;29,42;221,87;0,599
2105427;ITINGA DO MARANHÃO;70,85;9,42;25,55;336,91;0,63
2105450;JATOBÁ;67,1;10,14;35,53;206,58;0,561
2105476;JENIPAPO DOS VIEIRAS;70,96;6,75;36,92;127,24;0,49
2105500;JOÃO LISBOA;72,07;9,35;24,15;303,91;0,641
2105609;JOSELÂNDIA;69,59;9,33;36,41;221,23;0,561
2105658;JUNCO DO MARANHÃO;66,39;9,08;29,85;244,54;0,552
2105708;LAGO DA PEDRA;68,45;9,53;33,27;263,13;0,589
2105807;LAGO DO JUNCO;69,47;9,78;36,12;226,69;0,581
2105906;LAGO VERDE;68,86;8,54;36,2;188,31;0,557
2105922;LAGOA DO MATO;68,58;9,52;36,23;210,29;0,566
2105948;LAGO DOS RODRIGUES;69,22;10,19;32,78;252,89;0,602
2105963;LAGOA GRANDE DO MARANHÃO;68,86;8,03;38,68;158,3;0,502
2105989;LAJEADO NOVO;69,29;10,02;20,14;263,2;0,589
2106003;LIMA CAMPOS;67,29;9,05;33,17;292,37;0,581
2106102;LORETO;71,27;10,11;24,58;198,73;0,582
2106201;LUÍS DOMINGUES;69,05;9,13;21,07;232,06;0,588
2106300;MAGALHÃES DE ALMEIDA;68,72;9,19;33,17;181,73;0,567
2106326;MARACAÇUMÉ;68,14;9,26;27,65;239,38;0,582
2106359;MARAJÁ DO SENA;71,44;6,62;43,53;96,25;0,452
2106375;MARANHÃOZINHO;68,15;8,5;29,59;176,36;0,55
2106409;MATA ROMA;71,56;9,4;30,63;161,49;0,57
2106508;MATINHA;68,88;9,65;20,3;294,51;0,619
2106607;MATÕES;69,34;8,9;38,79;202,66;0,55
2106631;MATÕES DO NORTE;71,1;8,14;36,56;133,33;0,533
2106672;MILAGRES DO MARANHÃO;70,85;8,51;38,39;144,42;0,527
2106706;MIRADOR;69,39;8,47;32,05;163,97;0,545
2106755;MIRANDA DO NORTE;70,04;8,48;22,64;245,25;0,61
2106805;MIRINZAL;70,33;10,8;18,25;239;0,622
2106904;MONÇÃO;67,23;8,76;30,04;178,1;0,546
2107001;MONTES ALTOS;68,91;8,64;21,44;221,57;0,575
2107100;MORROS;67,34;8,17;32,88;164,07;0,548
2107209;NINA RODRIGUES;71,45;8,98;31,44;152,75;0,585
2107258;NOVA COLINAS;69,96;8,53;24,94;181,59;0,566
2107308;NOVA IORQUE;68,74;10,08;33,53;257,61;0,584
2107357;NOVA OLINDA DO MARANHÃO;70,32;9,59;30,73;225,16;0,581
2107407;OLHO D'ÁGUA DAS CUNHÃS;70,24;9,27;37,07;247,36;0,589
2107456;OLINDA NOVA DO MARANHÃO;68,43;9,61;28,16;173,63;0,575
2107506;PAÇO DO LUMIAR;72,74;9,84;6,13;444,5;0,724
2107605;PALMEIRÂNDIA;67,9;9,49;28,17;167,06;0,556
2107704;PARAIBANO;68,37;9,2;33,46;281,23;0,58
2107803;PARNARAMA;70,5;8,34;38,57;183,8;0,542
2107902;PASSAGEM FRANCA;68,04;8,15;38,1;210,4;0,532
2108009;PASTOS BONS;70,18;10,14;26,55;230,94;0,61
2108058;PAULINO NEVES;68,18;10,11;33,27;159,46;0,561
2108108;PAULO RAMOS;65,64;9,12;39,51;239,23;0,549
2108207;PEDREIRAS;72,49;10,04;20,64;441,42;0,682
2108256;PEDRO DO ROSÁRIO;66,77;8,36;31,07;154;0,516
2108306;PENALVA;66,57;8,56;22,88;201,99;0,554
2108405;PERI MIRIM;69,61;10,26;24,1;186,95;0,599
2108454;PERITORÓ;71,44;9,24;39,35;178,51;0,564
2108504;PINDARÉ-MIRIM;70,3;9,83;21,8;274,84;0,633
2108603;PINHEIRO;71,26;9,67;19,25;292,88;0,637
2108702;PIO XII;68,64;7,93;33,98;223,37;0,541
2108801;PIRAPEMAS;69,47;9,97;32,62;181,05;0,576
2108900;POÇÃO DE PEDRAS;68,91;9,97;34,22;234,72;0,576
2109007;PORTO FRANCO;72,74;9,46;16,73;497,56;0,684
2109056;PORTO RICO DO MARANHÃO;71,31;10,29;16,69;227,87;0,615
2109106;PRESIDENTE DUTRA;72,3;9,53;23,32;398,15;0,653
2109205;PRESIDENTE JUSCELINO;69,6;8,53;31,57;133,03;0,563
2109239;PRESIDENTE MÉDICI;70,69;9,44;28,04;201,15;0,591
2109270;PRESIDENTE SARNEY;70,13;9,5;33,23;164,13;0,557
2109304;PRESIDENTE VARGAS;71,1;10,14;31,76;149,19;0,587
2109403;PRIMEIRA CRUZ;68,29;8,69;28,37;129,85;0,512
2109452;RAPOSA;69,11;9,67;16,45;274;0,626
2109502;RIACHÃO;70,43;9,4;21,79;281,53;0,576
2109551;RIBAMAR FIQUENE;69,65;8,62;23,89;317,75;0,615
2109601;ROSÁRIO;70,11;9,84;19,62;271,65;0,632
2109700;SAMBAÍBA;68,66;9,24;24,21;233,92;0,565
2109759;SANTA FILOMENA DO MARANHÃO;68,31;9,56;34,57;140,76;0,525
2109809;SANTA HELENA;69,73;8,53;24,45;217,94;0,571
2109908;SANTA INÊS;72,25;10,18;18,92;411,04;0,674
2110005;SANTA LUZIA;67,02;9,55;36,18;210,3;0,55
2110039;SANTA LUZIA DO PARUÁ;68,4;9,14;25,97;301,39;0,599
2110104;SANTA QUITÉRIA DO MARANHÃO;70,61;8,34;35,61;168,77;0,555
2110203;SANTA RITA;69,59;9,54;23,93;249,26;0,609
2110237;SANTANA DO MARANHÃO;70,45;8,03;37,83;127,77;0,51
2110278;SANTO AMARO DO MARANHÃO;69,27;7,95;27,45;135,04;0,518
2110302;SANTO ANTÔNIO DOS LOPES;67,86;8,51;33,37;240,2;0,566
2110401;SÃO BENEDITO DO RIO PRETO;69,95;8,91;34,12;147,34;0,541
2110500;SÃO BENTO;70,72;9,04;21,23;210,47;0,602
2110609;SÃO BERNARDO;70,7;8,96;31,8;196,57;0,572
2110658;SÃO DOMINGOS DO AZEITÃO;68,92;6,97;32,26;288,68;0,59
2110708;SÃO DOMINGOS DO MARANHÃO;67,76;9,6;30,34;243,74;0,582
2110807;SÃO FÉLIX DE BALSAS;71,65;8,25;31,83;199,47;0,557
2110856;SÃO FRANCISCO DO BREJÃO;69,86;9,12;29;253,78;0,584
2110906;SÃO FRANCISCO DO MARANHÃO;68,96;8,61;38,96;182,63;0,528
2111003;SÃO JOÃO BATISTA;70,09;9,76;23,74;171,53;0,598
2111029;SÃO JOÃO DO CARÚ;66,01;7,91;38,22;165,38;0,509
2111052;SÃO JOÃO DO PARAÍSO;70,16;9,37;23,03;251,04;0,609
2111078;SÃO JOÃO DO SOTER;67,63;8,72;43,11;165,1;0,517
2111102;SÃO JOÃO DOS PATOS;68,55;8,79;25,98;362,47;0,615
2111201;SÃO JOSÉ DE RIBAMAR;72,38;10,21;7,21;435,4;0,708
2111250;SÃO JOSÉ DOS BASÍLIOS;68,13;9,21;35,88;180,77;0,557
2111300;SÃO LUÍS;73,76;9,84;4,92;805,36;0,768
2111409;SÃO LUÍS GONZAGA DO MARANHÃO;67,94;8,56;38,3;182,83;0,54
2111508;SÃO MATEUS DO MARANHÃO;68,37;9,58;34,02;396,29;0,616
2111532;SÃO PEDRO DA ÁGUA BRANCA;69,09;10,48;31,05;289,7;0,605
2111573;SÃO PEDRO DOS CRENTES;69,29;9,85;21,22;257,76;0,6
2111607;SÃO RAIMUNDO DAS MANGABEIRAS;69,96;9,38;22,3;301,25;0,61
2111631;SÃO RAIMUNDO DO DOCA BEZERRA;66,99;8,39;42,36;156,4;0,516
2111672;SÃO ROBERTO;69,27;8,81;37,83;153,65;0,516
2111706;SÃO VICENTE FERRER;70,72;8,82;28,48;184,71;0,592
2111722;SATUBINHA;68,19;7,71;33,21;131,73;0,493
2111748;SENADOR ALEXANDRE COSTA;66,32;7,99;37,09;203,17;0,538
2111763;SENADOR LA ROCQUE;69,6;9,03;31,98;277,19;0,602
2111789;SERRANO DO MARANHÃO;69,12;8,89;35,23;123,44;0,519
2111805;SÍTIO NOVO;71,41;7,92;22,76;190,06;0,564
2111904;SUCUPIRA DO NORTE;68,87;9,46;28,29;210,88;0,579
2111953;SUCUPIRA DO RIACHÃO;70,63;9,29;36,1;226,96;0,568
2112001;TASSO FRAGOSO;71,6;9,53;19,43;264,76;0,599
2112100;TIMBIRAS;68,78;8,57;40,9;177,46;0,537
2112209;TIMON;71,09;9,46;18,49;365,26;0,649
2112233;TRIZIDELA DO VALE;69,29;9,69;26,44;269,74;0,606
2112274;TUFILÂNDIA;67,56;9,47;37,05;181,75;0,555
2112308;TUNTUM;68,57;9,06;32,42;221,27;0,572
2112407;TURIAÇU;71,54;8,65;27,02;171,5;0,561
2112456;TURILÂNDIA;71,45;7,09;32,76;174,09;0,536
2112506;TUTÓIA;68,33;9,02;31,9;235,35;0,561
2112605;URBANO SANTOS;71,21;9,71;32,95;186,07;0,588
2112704;VARGEM GRANDE;71,1;7,77;34,68;165,37;0,542
2112803;VIANA;70,47;8,92;19,29;272,76;0,618
2112852;VILA NOVA DOS MARTÍRIOS;68,09;8,33;30,63;252,89;0,581
2112902;VITÓRIA DO MEARIM;68,97;10,22;27,3;230,76;0,596
2113009;VITORINO FREIRE;66,26;9,57;35,56;265,69;0,57
2114007;ZÉ DOCA;69,7;9,59;26,13;259,21;0,595
2200053;ACAUÃ;66,53;9;32,67;199,35;0,528
2200103;AGRICOLÂNDIA;69,53;9,98;29,51;245,68;0,599
2200202;ÁGUA BRANCA;70,79;9,67;25,77;335,63;0,639
2200251;ALAGOINHA DO PIAUÍ;67,95;7;46,9;222,87;0,531
2200277;ALEGRETE DO PIAUÍ;69,94;8,69;37,95;268,12;0,585
2200301;ALTO LONGÁ;70,05;8,22;35,42;272,28;0,585
2200400;ALTOS;71,03;9,35;27,91;314,48;0,614
2200459;ALVORADA DO GURGUÉIA;69,96;9,14;28,42;203,23;0,578
2200509;AMARANTE;70;9,08;29,96;284,71;0,598
2200608;ANGICAL DO PIAUÍ;69,2;9,81;26,79;356,17;0,63
2200707;ANÍSIO DE ABREU;71,09;9,11;31,15;221,91;0,594
2200806;ANTÔNIO ALMEIDA;71,85;10,34;26,59;293,53;0,62
2200905;AROAZES;70,11;8,9;33,15;265,91;0,583
2200954;AROEIRAS DO ITAIM;69,27;6,87;38,57;182,29;0,519
2201002;ARRAIAL;70,66;8,49;34,72;195,46;0,56
2201051;ASSUNÇÃO DO PIAUÍ;67,35;8,31;41,85;141,79;0,499
2201101;AVELINO LOPES;68,3;8,75;24,81;218,97;0,554
2201150;BAIXA GRANDE DO RIBEIRO;70,07;7,88;22,46;225,94;0,564
2201176;BARRA D'ALCÂNTARA;71,59;9,25;33,6;211,18;0,577
2201200;BARRAS;71,74;8,56;34,75;257,99;0,595
2201309;BARREIRAS DO PIAUÍ;68,81;7,56;21,79;260,79;0,557
2201408;BARRO DURO;68,72;9,66;29,75;359,06;0,612
2201507;BATALHA;70,31;8,6;38,74;230,66;0,545
2201556;BELA VISTA DO PIAUÍ;67,52;10,21;24,28;203,61;0,576
2201572;BELÉM DO PIAUÍ;66,77;9,39;39,25;226,26;0,551
2201606;BENEDITINOS;71,82;8,3;35,04;263,09;0,557
2201705;BERTOLÍNIA;70,47;10,09;26,59;325,94;0,612
2201739;BETÂNIA DO PIAUÍ;67,1;9,15;41,74;164,69;0,489
2201770;BOA HORA;71,31;9,21;40,99;221,27;0,575
2201804;BOCAINA;71,37;10,07;24;366,07;0,632
2201903;BOM JESUS;72,93;8,7;19,55;501,14;0,668
2201919;BOM PRINCÍPIO DO PIAUÍ;71,19;7,89;36,74;211,44;0,532
2201929;BONFIM DO PIAUÍ;67,42;8,95;35,97;233,05;0,542
2201945;BOQUEIRÃO DO PIAUÍ;68,71;9,55;35,3;253,4;0,56
2201960;BRASILEIRA;70,1;9,16;39,18;281,71;0,577
2201988;BREJO DO PIAUÍ;68,49;8,21;40,74;218,15;0,515
2202000;BURITI DOS LOPES;69,09;8,84;31,95;236,13;0,565
2202026;BURITI DOS MONTES;71,78;8,78;34,96;212,72;0,574
2202059;CABECEIRAS DO PIAUÍ;71,11;10,01;36,74;229,86;0,583
2202075;CAJAZEIRAS DO PIAUÍ;70,1;8,14;33,05;210,45;0,562
2202083;CAJUEIRO DA PRAIA;69,36;8,89;35,14;246,88;0,546
2202091;CALDEIRÃO GRANDE DO PIAUÍ;69,63;10,57;37,25;262,36;0,588
2202109;CAMPINAS DO PIAUÍ;71,55;7,99;29,27;209;0,544
2202117;CAMPO ALEGRE DO FIDALGO;70,69;8,49;35,7;213,61;0,537
2202133;CAMPO GRANDE DO PIAUÍ;68,23;9,11;39,3;237,66;0,56
2202174;CAMPO LARGO DO PIAUÍ;70,98;7,94;42,03;158,02;0,528
2202208;CAMPO MAIOR;72,58;9,69;23,48;401,74;0,656
2202251;CANAVIEIRA;71,67;9,52;28,87;209,47;0,583
2202307;CANTO DO BURITI;68,41;8,14;32,02;279,71;0,576
2202406;CAPITÃO DE CAMPOS;71,35;8,94;33,97;248,79;0,583
2202455;CAPITÃO GERVÁSIO OLIVEIRA;68,51;8,6;34,22;182,53;0,553
2202505;CARACOL;71,23;7,4;37,9;221,08;0,552
2202539;CARAÚBAS DO PIAUÍ;71,51;6,86;47,43;158,13;0,505
2202554;CARIDADE DO PIAUÍ;67,89;8,55;35,25;203,34;0,541
2202604;CASTELO DO PIAUÍ;70,21;8,82;30,86;270,82;0,587
2202653;CAXINGÓ;67,5;7,68;47,64;177,35;0,488
2202703;COCAL;67,72;7,56;38,81;198,58;0,497
2202711;COCAL DE TELHA;71,78;8,41;36,1;245,15;0,555
2202729;COCAL DOS ALVES;71,73;6,25;39,22;183,59;0,498
2202737;COIVARAS;68,92;8,56;33,88;234,94;0,565
2202752;COLÔNIA DO GURGUÉIA;71,7;10,62;23,41;291,37;0,628
2202778;COLÔNIA DO PIAUÍ;71,34;9,09;37,75;277,73;0,588
2202802;CONCEIÇÃO DO CANINDÉ;70,54;9,99;32,2;258,93;0,589
2202851;CORONEL JOSÉ DIAS;68,49;7,93;35,16;200,41;0,546
2202901;CORRENTE;72,31;8,65;20,28;378,39;0,642
2203008;CRISTALÂNDIA DO PIAUÍ;71,18;7,76;27,51;204,49;0,573
2203107;CRISTINO CASTRO;67,77;8,45;26,96;307,32;0,566
2203206;CURIMATÁ;69,47;9,22;19,98;285,52;0,607
2203230;CURRAIS;69,55;7,75;35,25;168,68;0,542
2203255;CURRALINHOS;70,7;7,69;33,43;193,65;0,555
2203271;CURRAL NOVO DO PIAUÍ;66,1;8,85;38,89;186,24;0,527
2203305;DEMERVAL LOBÃO;71,88;9,25;27;311,48;0,618
2203354;DIRCEU ARCOVERDE;68,06;8,45;31,06;265,3;0,561
2203404;DOM EXPEDITO LOPES;70,69;9,17;28,61;300,31;0,601
2203420;DOMINGOS MOURÃO;70,28;8,07;34,03;240,24;0,55
2203453;DOM INOCÊNCIO;70,33;9,36;27,09;177,27;0,549
2203503;ELESBÃO VELOSO;70,5;8,55;38,2;283,38;0,58
2203602;ELISEU MARTINS;69,51;9,29;22,99;370,7;0,595
2203701;ESPERANTINA;71,15;8,91;31,21;293,39;0,605
2203750;FARTURA DO PIAUÍ;69,25;9,35;36,24;186,85;0,548
2203800;FLORES DO PIAUÍ;67,26;7,95;34,65;210,02;0,547
2203859;FLORESTA DO PIAUÍ;70,2;8,82;43,61;216,87;0,538
2203909;FLORIANO;73,13;9,59;14,08;536,3;0,7
2204006;FRANCINÓPOLIS;68,31;8,99;37,16;206,73;0,564
2204105;FRANCISCO AYRES;70,38;7,82;32,47;268,41;0,577
2204154;FRANCISCO MACEDO;67,06;9,74;38,42;273,23;0,553
2204204;FRANCISCO SANTOS;70,21;8,59;29,79;330,49;0,608
2204303;FRONTEIRAS;69,86;9,55;30,88;380,62;0,619
2204352;GEMINIANO;70,32;8,67;37,6;208,67;0,561
2204402;GILBUÉS;70,18;6,81;24,86;285,45;0,548
2204501;GUADALUPE;72,65;8,96;20,01;426,79;0,65
2204550;GUARIBAS;67,63;7,6;39,24;162,06;0,508
2204600;HUGO NAPOLEÃO;71,57;9,69;34,28;214,09;0,599
2204659;ILHA GRANDE;67,48;8,75;28,59;221,81;0,563
2204709;INHUMA;71,33;9,4;29,65;263,73;0,624
2204808;IPIRANGA DO PIAUÍ;70,89;9,62;24,25;261,12;0,63
2204907;ISAÍAS COELHO;71;8,49;37,88;397,98;0,582
2205003;ITAINÓPOLIS;68,5;8,47;39,91;237,76;0,541
2205102;ITAUEIRA;68,64;8,73;29,65;321,64;0,583
2205151;JACOBINA DO PIAUÍ;68,45;8,64;38,9;190,04;0,535
2205201;JAICÓS;67,55;7,92;40,91;254,28;0,524
2205250;JARDIM DO MULATO;67,68;10,62;31,81;219,06;0,593
2205276;JATOBÁ DO PIAUÍ;71,8;9,32;32,62;209,21;0,566
2205300;JERUMENHA;72,22;9,06;27,04;275,19;0,591
2205359;JOÃO COSTA;70,09;8,52;30,2;191,63;0,561
